HashID|Product|SKU|Brand|MPN|Attr
05-01-01-03|SIEMENS 37KW 3PH 415V 440 6SE64402UD337EA1|WXW01314151|SIEMENS|6SE6440-2UD33-7EA1|'Heavy Duty Current Rating (A)': '75', 'Heavy Duty Type Output HP (Power)': '50', 'Heavy Duty Type Output kW (Power)': '37', 'IP Rating IEC (Degree of Protection)': 'IP20', 'Light Duty Current Rating (A)': '90', 'Light Duty Type Output HP (Power)': '60', 'Light Duty Type Output kW (Power)': '45', 'Net Weight': '20 KG', 'Phase': '3 Phase', 'Supply Voltage': '380/480V', 'Total Depth': '245 MM', 'Total Height': '650 MM', 'Total Width (T)': '275 MM'
05-01-01-03|SIEMENS 3KW 3PH 415V 440 6SE64402UD230BA1|WXW01170669|SIEMENS|6SE6440-2UD23-0BA1|'Heavy Duty Current Rating (A)': '7.7', 'Heavy Duty Type Output HP (Power)': '4', 'Heavy Duty Type Output kW (Power)': '3', 'IP Rating IEC (Degree of Protection)': 'IP20', 'Light Duty Type Output HP (Power)': '4', 'Light Duty Type Output kW (Power)': '3', 'Net Weight': '3.3 KG', 'Phase': '3 Phase', 'Supply Voltage': '380/480V', 'Total Depth': '172 MM', 'Total Height': '202 MM', 'Total Width (T)': '149 MM'
05-01-01-03|SIEMENS 45KW 3PH 415V 440 6SE64402UD345FA1|WXW01171716|SIEMENS|6SE6440-2UD34-5FA1|'Heavy Duty Current Rating (A)': '90', 'Heavy Duty Type Output HP (Power)': '60', 'Heavy Duty Type Output kW (Power)': '45', 'IP Rating IEC (Degree of Protection)': 'IP20', 'Light Duty Current Rating (A)': '110', 'Light Duty Type Output HP (Power)': '75', 'Light Duty Type Output kW (Power)': '55', 'Net Weight': '56 KG', 'Phase': '3 Phase', 'Supply Voltage': '380/480V', 'Total Depth': '320 MM', 'Total Height': '850 MM', 'Total Width (T)': '350 MM'
05-01-01-03|SIEMENS 4KW 3PH 415V 440 6SE64402UD240BA1|WXW01170670|SIEMENS|6SE6440-2UD24-0BA1|'Heavy Duty Current Rating (A)': '10.2', 'Heavy Duty Type Output HP (Power)': '5.5', 'Heavy Duty Type Output kW (Power)': '4', 'IP Rating IEC (Degree of Protection)': 'IP20', 'Light Duty Type Output HP (Power)': '7.5', 'Light Duty Type Output kW (Power)': '5.5', 'Net Weight': '3.3 KG', 'Phase': '3 Phase', 'Supply Voltage': '380/480V', 'Total Depth': '172 MM', 'Total Height': '202 MM', 'Total Width (T)': '149 MM'
05-01-01-03|SIEMENS 5.5KW 3PH 415V 440 6SE64402UD255CA1|WXL0297|SIEMENS|6SE6440-2UD25-5CA1|'Heavy Duty Current Rating (A)': '13', 'Heavy Duty Type Output HP (Power)': '7.5', 'Heavy Duty Type Output kW (Power)': '5.5', 'IP Rating IEC (Degree of Protection)': 'IP20', 'Light Duty Current Rating (A)': '19', 'Light Duty Type Output HP (Power)': '10', 'Light Duty Type Output kW (Power)': '7.5', 'Net Weight': '5.5 KG', 'Phase': '3 Phase', 'Supply Voltage': '380/480V', 'Total Depth': '195 MM', 'Total Height': '245 MM', 'Total Width (T)': '185 MM'
05-01-01-03|SIEMENS 55KW 3PH 415V 440 6SE64402UD355FA1|WXW01171717|SIEMENS|6SE6440-2UD35-5FA1|'Heavy Duty Current Rating (A)': '110', 'Heavy Duty Type Output HP (Power)': '75', 'Heavy Duty Type Output kW (Power)': '55', 'IP Rating IEC (Degree of Protection)': 'IP20', 'Light Duty Current Rating (A)': '145', 'Light Duty Type Output HP (Power)': '100', 'Light Duty Type Output kW (Power)': '75', 'Net Weight': '56 KG', 'Phase': '3 Phase', 'Supply Voltage': '380/480V', 'Total Depth': '320 MM', 'Total Height': '850 MM', 'Total Width (T)': '350 MM'
05-01-01-03|SIEMENS 7.5KW 3PH 415V 440 6SE64402UD275CA1|WXW01170672|SIEMENS|6SE6440-2UD27-5CA1|'Heavy Duty Current Rating (A)': '19', 'Heavy Duty Type Output HP (Power)': '10', 'Heavy Duty Type Output kW (Power)': '7.5', 'IP Rating IEC (Degree of Protection)': 'IP20', 'Light Duty Current Rating (A)': '26', 'Light Duty Type Output HP (Power)': '15', 'Light Duty Type Output kW (Power)': '11', 'Net Weight': '5.5 KG', 'Phase': '3 Phase', 'Supply Voltage': '380/480V', 'Total Depth': '195 MM', 'Total Height': '245 MM', 'Total Width (T)': '185 MM'
05-01-01-03|SIEMENS CANBUS CONNECTION 6SE64001CB000AA0|WXW01803037|SIEMENS|6SE64001CB000AA0|'Accessory Product': 'Module - Canopen'
05-01-01-03|SIEMENS INVERTER 6SE64402UD375FA1|WXW01171718|SIEMENS|6SE6440-2UD37-5FA1|'Heavy Duty Current Rating (A)': '145', 'Heavy Duty Type Output HP (Power)': '100', 'Heavy Duty Type Output kW (Power)': '75', 'IP Rating IEC (Degree of Protection)': 'IP20', 'Light Duty Current Rating (A)': '178', 'Light Duty Type Output HP (Power)': '120', 'Light Duty Type Output kW (Power)': '90', 'Net Weight': '56 KG', 'Phase': '3 Phase', 'Supply Voltage': '380/480V', 'Total Depth': '320 MM', 'Total Height': '850 MM', 'Total Width (T)': '350 MM'
05-01-01-03|SIEMENS MICROMASTER DEVICE 6SE64001DN000AA0|WXW01318750|SIEMENS|6SE64001DN000AA0|'Accessory Product': 'Module - Devicenet'
05-01-01-03|SIEMENS PROFIBUS MODULE 6SE64001PB000AA0|WXL0326|SIEMENS|6SE6400-1PB00-0AA0|'Accessory Product': 'Module - Profibus'
05-01-02-05|SIEMENS 3RH1911-1FA22 SRIUS AUX CONTACT 2NO+2NC FRONT MOUNT S00|WXW01032698|SIEMENS|3RH1911-1FA22|'Accessory Product': 'Auxiliary Switch Block'
05-01-02-05|SIEMENS 3RH19111FA40 AUXILIARY CONTACT, 4NO|WXW00861445|SIEMENS|3RH1911-1FA40|'Accessory Product': 'Auxiliary Switch Block'
05-01-02-05|SIEMENS 3RV19011A AUXILIARY SWITCH, LATERALLY FIT|WXW01034199|SIEMENS|3RV1901-1A|'Accessory Product': 'Auxiliary Switch'
05-01-02-05|SIEMENS AUXILIARY SWITCH BLOCK SIZE S00 3RH19111FA11|WXW01034092|SIEMENS|3RH1911-1FA11|'Accessory Product': 'Auxiliary Switch Block'
05-01-02-05|SIEMENS AUXILIARY SWITCH, TRANSVERSE 1 NO + 1NC, F. CIRCUIT-BREAKER, SIZE S00,S0,S2,S3 3RV19011E|WXL0118|SIEMENS|3RV1901-1E|'Accessory Product': 'Auxiliary Switch'
05-01-02-08|SCHNEIDER LIMIT SWITCH SEE SALES TEXT XCKJ10511H29|WXL0220|Schneider Electric|LIMIT SWITCH  SEE SALES TEXT  |'Body Material': 'Metal', 'IP Rating IEC (Degree of Protection)': 'IP66', 'Limit Switch or Actuator Type': 'Snap Action', 'Size (Connection)': 'M20'
05-01-02-08|SCHNEIDER LIMIT SWITCH SEE SALES TEXT XCKJ161H29|WXW01501079|Schneider Electric|XCKJ161H29|'Limit Switch or Actuator Type': 'Limit Switch (Standard)'
05-01-02-08|SCHNEIDER LIMIT SWITCH XCKJ10513H29|WXL0954|Schneider Electric|XCKJ10513H29|'Body Material': 'Metal', 'Contact Configuration': '1 NC + 1 NO', 'IP Rating IEC (Degree of Protection)': 'IP66', 'Limit Switch or Actuator Type': 'Snap Action', 'Size (Connection)': 'M20'
05-01-02-08|SCHNEIDER LIMIT SWITCH XCKJ50513H29|WXW01501086|Schneider Electric|XCKJ50513H29|'Limit Switch or Actuator Type': 'Limit Switch (Standard)'
05-01-02-08|SCHNEIDER LIMIT SWITCH XCKJ50541H29|WXW01501087|Schneider Electric|XCKJ50541H29|'Limit Switch or Actuator Type': 'Limit Switch (Standard)'
05-01-02-08|SCHNEIDER LIMIT SWITCH XCKJ50559H29|WXW01501088|Schneider Electric|XCKJ50559H29|'Limit Switch or Actuator Type': 'Limit Switch (Standard)'
05-01-02-08|SCHNEIDER LIMIT SWITCH XCKJ561H29|WXW01501089|Schneider Electric|XCKJ561H29|'Limit Switch or Actuator Type': 'Limit Switch (Standard)'
05-02-01-02|SHESTO LIGHTCRAFT 16W TUBE FOR LC8076/T|WXW03277375|SHESTO|LC8076/T|
05-02-01-02|SHESTO LIGHTCRAFT FLEXI NEXK MAGNIFIER LAMP 12W LC8082|WXW03277374|SHESTO|LC8082|
05-02-01-02|SHESTO LIGHTCRAFT MAGNIFIER LAMP 22W LC8074|WXW03277377|SHESTO|LC8074|
05-02-01-02|SHESTO SPARE TUBE LC8064/T|WXW03042662|SHESTO|LC8064/T|
05-02-01-02|SHESTO SPARE TUBE LC8093/T|WXW02950331|SHESTO|LC8093/T|
